Customer_ID,Age,Gender,Region,Monthly_Income,Subscription_Length_Months,Monthly_Bill,Support_Tickets,Internet_Usage_GB,Contract_Type,Payment_Method,Has_Multiple_Services,Last_Login_Days_Ago,Satisfaction_Score,Churn
CUST3429,54,Male,Chennai,71733,19,1042,1,263,Quarterly,Credit Card,No,28,4,1
CUST3430,22,Female,Bangalore,82462,42,2405,4,343,Quarterly,Debit Card,Yes,15,2,1
CUST3431,57,Male,Chennai,87728,39,1738,1,104,Monthly,Net Banking,No,24,10,1
CUST3432,35,Male,Bangalore,80374,23,2953,3,257,Yearly,Net Banking,No,27,8,1
CUST3433,23,Male,Kolkata,87254,51,1377,2,91,Quarterly,Debit Card,No,7,3,1
CUST3434,26,Male,Hyderabad,88951,14,2903,6,292,Quarterly,Net Banking,Yes,18,8,1
CUST3435,33,Female,Kolkata,97657,14,2108,5,94,Monthly,UPI,Yes,1,9,1
CUST3436,41,Female,Mumbai,45600,11,2957,3,224,Monthly,Credit Card,No,6,8,0
CUST3437,50,Female,Bangalore,56825,34,2849,4,366,Monthly,Net Banking,Yes,11,2,1
CUST3438,45,Female,Hyderabad,45900,48,2531,1,255,Yearly,Net Banking,No,16,9,1
CUST3439,58,Male,Chennai,38988,52,1164,1,52,Monthly,Net Banking,No,2,3,1
CUST3440,51,Female,Chennai,84641,53,1683,4,314,Monthly,UPI,No,9,2,1
CUST3441,28,Male,Pune,41885,5,2683,6,403,Quarterly,Credit Card,No,18,6,1
CUST3442,39,Male,Pune,83096,45,1283,4,167,Yearly,UPI,No,10,4,1
CUST3443,29,Male,Pune,74470,19,2530,2,166,Yearly,UPI,No,30,8,1
CUST3444,38,Male,Pune,61147,59,2434,3,355,Quarterly,Credit Card,No,30,10,1
CUST3445,58,Male,Hyderabad,32966,13,940,5,248,Yearly,Credit Card,No,20,6,1
CUST3446,58,Female,Mumbai,96130,39,2518,4,139,Monthly,Credit Card,Yes,20,7,1
CUST3447,58,Male,Mumbai,36089,7,1295,5,75,Yearly,Debit Card,Yes,25,2,1
CUST3448,38,Female,Bangalore,50556,18,2140,2,543,Monthly,Credit Card,No,1,6,0
CUST3449,34,Male,Bangalore,66688,43,2412,2,294,Quarterly,UPI,No,13,4,1
CUST3450,44,Male,Hyderabad,89592,7,771,6,471,Quarterly,Credit Card,Yes,23,9,1
CUST3451,26,Female,Kolkata,99253,51,1326,3,175,Yearly,Net Banking,No,24,1,1
CUST3452,31,Female,Bangalore,41526,37,2515,4,115,Monthly,Credit Card,Yes,16,8,1
CUST3453,35,Female,Hyderabad,75217,60,2176,6,329,Monthly,UPI,No,28,8,1
CUST3454,37,Female,Mumbai,79151,28,1847,3,150,Quarterly,Net Banking,Yes,28,5,1
CUST3455,57,Female,Pune,98669,20,2189,1,179,Quarterly,Credit Card,Yes,24,9,1
CUST3456,26,Male,Mumbai,63744,49,2901,1,338,Quarterly,Credit Card,No,23,7,1
CUST3457,57,Female,Bangalore,30972,20,1937,2,380,Monthly,Net Banking,No,26,3,1
CUST3458,23,Female,Hyderabad,81714,56,2370,0,81,Quarterly,Debit Card,No,7,5,1
CUST3459,55,Female,Mumbai,94736,54,2096,4,45,Quarterly,Credit Card,No,5,3,1
CUST3460,42,Male,Chennai,42328,8,870,5,546,Quarterly,UPI,No,17,5,1
CUST3461,35,Male,Mumbai,83478,41,1871,6,238,Yearly,UPI,Yes,3,8,1
CUST3462,43,Male,Delhi,50143,53,2384,1,493,Yearly,Net Banking,Yes,18,1,1
CUST3463,28,Female,Hyderabad,32205,19,554,3,50,Quarterly,Debit Card,No,26,9,1
CUST3464,49,Male,Delhi,94928,40,2832,3,540,Yearly,Credit Card,No,10,8,0
CUST3465,54,Male,Bangalore,97703,25,1676,4,545,Yearly,Debit Card,No,9,8,1
CUST3466,47,Male,Pune,48254,26,2767,6,189,Yearly,UPI,No,12,3,1
CUST3467,53,Male,Mumbai,94264,14,1391,3,381,Quarterly,Credit Card,No,19,10,1
CUST3468,23,Male,Delhi,40769,13,2905,3,89,Quarterly,Debit Card,No,29,6,1
CUST3469,57,Female,Hyderabad,97114,55,2715,1,63,Quarterly,UPI,No,16,1,1
CUST3470,25,Male,Kolkata,35277,53,2023,5,369,Monthly,UPI,No,26,7,1
CUST3471,28,Male,Hyderabad,62161,20,1108,4,430,Quarterly,Debit Card,Yes,20,9,1
CUST3472,34,Male,Delhi,92679,54,738,4,420,Yearly,Net Banking,No,8,7,1
CUST3473,35,Female,Bangalore,33907,21,1505,1,243,Yearly,UPI,No,30,6,1
CUST3474,50,Male,Kolkata,36073,14,2869,5,490,Monthly,Debit Card,Yes,3,2,1
CUST3475,57,Male,Bangalore,89668,53,2118,3,545,Quarterly,Net Banking,Yes,19,7,1
CUST3476,36,Female,Bangalore,43760,48,738,5,49,Monthly,Debit Card,No,1,1,1
CUST3477,26,Male,Pune,81581,5,2221,6,521,Quarterly,UPI,No,4,9,1
CUST3478,25,Female,Hyderabad,61574,21,2035,4,419,Quarterly,UPI,No,24,5,1
CUST3479,52,Female,Hyderabad,40834,38,1521,3,107,Yearly,UPI,Yes,18,8,1
CUST3480,36,Male,Bangalore,37591,41,1208,4,291,Monthly,Debit Card,Yes,23,3,1
CUST3481,58,Male,Delhi,59098,58,2696,3,140,Yearly,UPI,Yes,17,8,1
CUST3482,47,Male,Mumbai,72337,26,1408,3,514,Quarterly,UPI,No,13,6,0
CUST3483,46,Male,Delhi,33261,23,1609,4,348,Yearly,Net Banking,No,30,4,1
CUST3484,54,Female,Delhi,31902,12,828,2,258,Yearly,Debit Card,No,24,7,1
CUST3485,29,Female,Hyderabad,79376,25,2907,3,75,Quarterly,UPI,Yes,1,6,0
CUST3486,48,Female,Bangalore,62357,35,1981,3,231,Monthly,UPI,No,22,2,1
CUST3487,45,Male,Kolkata,55499,22,515,4,385,Monthly,UPI,No,4,7,1
CUST3488,35,Male,Chennai,49290,19,713,0,478,Quarterly,Debit Card,No,5,1,1
CUST3489,54,Male,Chennai,90530,19,1209,3,172,Quarterly,UPI,No,4,8,0
CUST3490,54,Male,Mumbai,91978,49,1252,6,70,Monthly,Credit Card,No,14,8,1
CUST3491,50,Male,Delhi,91854,1,1109,1,465,Yearly,Credit Card,No,8,1,1
CUST3492,51,Female,Delhi,92239,10,2360,0,474,Yearly,UPI,No,11,3,1
CUST3493,48,Male,Mumbai,80790,33,2158,5,293,Monthly,UPI,Yes,17,8,1
CUST3494,54,Female,Hyderabad,55832,43,2310,1,340,Monthly,UPI,No,11,3,1
CUST3495,38,Female,Pune,37081,3,2838,4,433,Yearly,Credit Card,No,11,7,1
CUST3496,27,Male,Mumbai,49299,51,751,4,336,Yearly,Net Banking,Yes,14,3,1
CUST3497,57,Male,Delhi,56691,43,2102,6,221,Yearly,UPI,Yes,2,1,1
CUST3498,22,Male,Mumbai,80054,24,1720,4,303,Yearly,UPI,No,24,10,1
CUST3499,53,Male,Chennai,37712,10,1084,0,510,Monthly,UPI,No,7,4,1
CUST3500,49,Female,Kolkata,67462,53,2259,3,523,Yearly,UPI,Yes,23,10,1
CUST3501,35,Male,Mumbai,59030,36,1557,1,45,Monthly,Credit Card,No,9,5,1
CUST3502,46,Female,Chennai,76205,8,1991,5,539,Monthly,Net Banking,No,18,4,1
CUST3503,57,Female,Delhi,97394,18,1890,1,85,Quarterly,Credit Card,No,23,3,1
CUST3504,27,Male,Pune,36773,26,2096,6,376,Quarterly,Net Banking,No,12,5,1
CUST3505,28,Male,Bangalore,64133,27,2498,6,330,Yearly,Debit Card,Yes,25,3,1
CUST3506,47,Male,Kolkata,66492,26,2997,3,500,Monthly,Credit Card,Yes,4,1,1
CUST3507,27,Female,Kolkata,34746,38,1385,1,314,Yearly,Net Banking,No,28,6,1
CUST3508,50,Female,Hyderabad,75380,10,1384,0,411,Quarterly,Credit Card,Yes,21,10,1
CUST3509,59,Female,Hyderabad,44538,4,2605,5,539,Monthly,Net Banking,No,17,4,1
CUST3510,55,Male,Delhi,91289,35,1370,6,190,Yearly,Credit Card,No,8,7,1
CUST3511,54,Male,Hyderabad,41399,46,897,1,421,Quarterly,Debit Card,Yes,19,10,1
CUST3512,28,Female,Mumbai,88956,54,1800,6,253,Monthly,Debit Card,No,11,10,1
CUST3513,35,Male,Kolkata,87290,2,863,6,430,Monthly,UPI,Yes,14,9,1
CUST3514,48,Female,Mumbai,54967,56,1540,4,41,Monthly,UPI,No,6,2,1
CUST3515,47,Female,Mumbai,46350,37,2716,6,199,Quarterly,Debit Card,Yes,17,10,1
CUST3516,33,Male,Kolkata,85214,14,2260,6,82,Monthly,UPI,No,22,8,1
CUST3517,51,Female,Kolkata,56447,2,517,2,432,Yearly,Debit Card,No,13,3,1
CUST3518,25,Female,Pune,42882,50,1804,5,272,Monthly,UPI,Yes,25,4,1
CUST3519,25,Male,Chennai,94038,7,2755,2,333,Monthly,UPI,No,5,7,0
CUST3520,57,Male,Hyderabad,90639,24,2060,4,249,Yearly,UPI,No,19,7,1
CUST3521,38,Male,Chennai,92886,18,1114,0,476,Quarterly,Debit Card,Yes,3,5,1
CUST3522,51,Female,Hyderabad,61854,57,2124,2,187,Monthly,UPI,No,24,4,1
CUST3523,44,Male,Mumbai,80293,8,858,2,472,Yearly,Net Banking,No,4,9,0
CUST3524,30,Female,Bangalore,65958,21,2124,0,270,Yearly,Debit Card,No,29,10,1
CUST3525,35,Female,Mumbai,30975,56,2578,6,295,Quarterly,UPI,Yes,26,4,1
CUST3526,30,Female,Hyderabad,42427,60,1863,5,445,Yearly,Debit Card,Yes,19,7,1
CUST3527,56,Female,Pune,40282,32,1755,3,37,Yearly,Debit Card,No,26,3,1
CUST3528,34,Female,Chennai,86389,47,1539,4,82,Quarterly,Debit Card,No,13,3,1
CUST3529,55,Female,Kolkata,60477,39,562,4,529,Quarterly,Debit Card,Yes,25,10,1
CUST3530,38,Male,Chennai,55706,47,679,2,338,Monthly,Credit Card,Yes,23,1,1
CUST3531,50,Male,Chennai,87602,36,2552,5,423,Yearly,UPI,No,16,9,1
CUST3532,46,Female,Pune,74957,14,1353,2,185,Yearly,Debit Card,Yes,30,3,1
CUST3533,59,Female,Mumbai,50905,20,982,5,108,Quarterly,Net Banking,Yes,11,6,1
CUST3534,55,Male,Hyderabad,96199,6,2703,1,508,Monthly,Debit Card,Yes,4,7,0
CUST3535,30,Male,Bangalore,54737,31,2000,2,456,Monthly,UPI,No,11,1,1
CUST3536,22,Male,Delhi,58564,23,1772,0,469,Monthly,UPI,Yes,1,5,1
CUST3537,43,Male,Delhi,42803,1,1446,1,209,Monthly,Debit Card,No,14,5,1
CUST3538,50,Female,Pune,92126,27,2188,3,246,Monthly,Credit Card,No,9,1,1
CUST3539,26,Male,Bangalore,68852,36,2512,1,215,Yearly,Credit Card,No,16,2,1
CUST3540,23,Male,Chennai,82380,33,1667,2,140,Quarterly,UPI,No,30,10,1
CUST3541,38,Male,Delhi,81331,49,2359,2,363,Quarterly,Debit Card,No,24,9,1
CUST3542,49,Male,Kolkata,50080,36,2148,3,252,Monthly,Debit Card,Yes,19,2,1
CUST3543,27,Female,Hyderabad,34486,38,2540,3,527,Quarterly,Net Banking,Yes,2,9,0
CUST3544,38,Male,Bangalore,80100,33,1340,5,223,Yearly,Net Banking,No,6,9,1
CUST3545,24,Male,Delhi,59144,24,537,2,500,Quarterly,UPI,Yes,4,10,0
CUST3546,35,Male,Pune,64551,47,602,6,71,Monthly,Debit Card,No,19,3,1
CUST3547,23,Female,Delhi,90334,1,1561,5,457,Yearly,Net Banking,Yes,24,6,1
CUST3548,59,Female,Kolkata,31120,44,2698,1,86,Quarterly,Net Banking,No,14,7,0
CUST3549,57,Female,Pune,40040,1,2806,5,494,Quarterly,Net Banking,No,2,6,1
CUST3550,26,Female,Mumbai,44312,40,1238,1,333,Quarterly,Debit Card,No,30,5,1
CUST3551,36,Female,Bangalore,99519,57,2004,1,432,Quarterly,Debit Card,No,5,2,1
CUST3552,24,Male,Hyderabad,68787,11,2780,0,313,Quarterly,Net Banking,Yes,25,9,1
CUST3553,32,Female,Mumbai,73386,49,2928,3,389,Yearly,Credit Card,Yes,16,5,1
CUST3554,42,Female,Bangalore,32080,17,1195,4,231,Yearly,UPI,Yes,18,4,1
CUST3555,34,Male,Delhi,38265,32,2396,4,435,Yearly,Credit Card,No,27,7,1
CUST3556,24,Male,Kolkata,41850,46,829,6,190,Yearly,Debit Card,Yes,26,7,1
CUST3557,36,Female,Kolkata,86202,38,2574,5,516,Monthly,Net Banking,Yes,7,1,1
CUST3558,31,Male,Mumbai,57655,24,2806,6,35,Monthly,Net Banking,Yes,25,10,1
CUST3559,39,Male,Mumbai,96865,30,960,6,255,Quarterly,Net Banking,No,27,8,1
CUST3560,25,Female,Hyderabad,53459,50,1409,0,334,Monthly,UPI,Yes,3,6,0
CUST3561,44,Male,Bangalore,66744,21,2396,0,173,Yearly,Net Banking,No,27,3,1
CUST3562,37,Male,Mumbai,42344,46,2855,5,491,Yearly,Net Banking,No,14,6,1
CUST3563,41,Female,Hyderabad,82716,48,2162,0,403,Yearly,Net Banking,Yes,27,3,1
CUST3564,31,Male,Kolkata,82383,56,2813,0,215,Quarterly,UPI,Yes,22,1,1
CUST3565,27,Female,Kolkata,98590,18,956,0,545,Yearly,Net Banking,Yes,20,8,1
CUST3566,22,Male,Hyderabad,69958,57,1314,4,173,Yearly,Debit Card,No,26,7,1
CUST3567,52,Male,Mumbai,33825,1,2307,6,295,Monthly,Net Banking,No,26,6,1
CUST3568,52,Female,Mumbai,52601,54,1380,1,337,Quarterly,Net Banking,Yes,6,9,0
CUST3569,33,Male,Kolkata,96097,40,1068,5,135,Yearly,Debit Card,No,9,8,1
CUST3570,29,Male,Delhi,86450,9,1404,6,81,Quarterly,Debit Card,Yes,12,7,1
CUST3571,29,Male,Bangalore,84510,31,2802,4,338,Quarterly,Net Banking,No,13,1,1
CUST3572,40,Female,Delhi,37213,30,2173,0,261,Quarterly,UPI,No,18,1,1
CUST3573,44,Female,Delhi,44909,11,2665,0,84,Quarterly,Credit Card,No,25,9,1
CUST3574,33,Male,Hyderabad,40352,38,1531,1,246,Monthly,Net Banking,No,15,4,1
CUST3575,30,Female,Chennai,61419,8,2870,4,174,Yearly,Debit Card,No,4,5,1
CUST3576,49,Female,Bangalore,54689,15,623,5,76,Quarterly,Debit Card,No,7,9,1
CUST3577,41,Male,Chennai,88916,11,2505,3,418,Monthly,UPI,No,7,6,0
CUST3578,43,Female,Mumbai,61433,46,1691,4,75,Quarterly,Credit Card,No,20,7,1
CUST3579,56,Male,Chennai,74700,9,1202,1,261,Yearly,Debit Card,Yes,26,6,1
CUST3580,34,Female,Hyderabad,72464,19,1940,1,94,Yearly,Net Banking,Yes,28,1,1
CUST3581,25,Female,Hyderabad,61516,55,2938,3,511,Quarterly,Credit Card,No,21,7,1
CUST3582,49,Female,Delhi,66397,10,1271,2,438,Monthly,UPI,Yes,23,6,1
CUST3583,53,Female,Hyderabad,49943,37,1526,2,42,Quarterly,UPI,Yes,2,8,0
CUST3584,22,Male,Mumbai,56955,8,2630,0,363,Yearly,Net Banking,Yes,28,2,1
CUST3585,27,Female,Mumbai,70024,13,2857,6,449,Quarterly,Debit Card,No,1,5,1
CUST3586,55,Male,Hyderabad,75200,10,2506,3,415,Quarterly,UPI,No,3,9,0
CUST3587,23,Female,Delhi,30530,16,2527,0,542,Quarterly,UPI,Yes,2,2,1
CUST3588,51,Female,Delhi,47330,10,1798,1,493,Monthly,Credit Card,Yes,13,2,1
CUST3589,29,Male,Mumbai,81127,50,2130,4,502,Monthly,UPI,No,27,7,1
CUST3590,42,Male,Kolkata,52966,56,997,5,198,Yearly,Net Banking,No,29,6,1
CUST3591,39,Female,Mumbai,91858,27,1213,1,208,Yearly,UPI,No,25,10,1
CUST3592,49,Female,Delhi,31929,50,2518,4,141,Yearly,UPI,Yes,20,10,1
CUST3593,40,Female,Kolkata,65895,45,1708,5,66,Yearly,Debit Card,No,19,5,1
CUST3594,35,Female,Kolkata,37006,28,1751,3,30,Quarterly,UPI,Yes,23,7,1
CUST3595,49,Female,Hyderabad,79647,4,924,3,47,Yearly,Net Banking,No,29,1,1
CUST3596,46,Male,Bangalore,64001,6,2758,4,310,Yearly,UPI,Yes,3,1,1
CUST3597,26,Male,Pune,40022,47,1349,5,486,Quarterly,Net Banking,No,5,7,1
CUST3598,25,Female,Bangalore,98480,30,2347,4,222,Monthly,Debit Card,Yes,3,6,1
CUST3599,29,Male,Mumbai,78536,48,583,6,109,Yearly,Debit Card,No,2,1,1
CUST3600,31,Male,Delhi,80374,59,733,2,273,Yearly,UPI,Yes,27,9,1
CUST3601,38,Female,Delhi,67256,9,1112,6,182,Yearly,Credit Card,Yes,14,2,1
CUST3602,31,Male,Mumbai,98759,48,1475,2,444,Quarterly,UPI,Yes,11,6,0
CUST3603,27,Female,Pune,45007,39,2723,4,344,Yearly,Debit Card,Yes,3,8,1
CUST3604,56,Female,Pune,34944,3,2325,3,501,Monthly,Credit Card,Yes,6,10,1
CUST3605,32,Male,Bangalore,85569,27,2601,6,306,Monthly,UPI,Yes,27,3,1
CUST3606,55,Female,Chennai,94766,48,1065,1,414,Quarterly,UPI,Yes,6,3,1
CUST3607,43,Female,Chennai,72354,43,1720,3,313,Yearly,Net Banking,Yes,14,4,1
CUST3608,45,Male,Bangalore,77731,17,2581,3,237,Yearly,UPI,Yes,10,2,1
CUST3609,31,Female,Mumbai,41357,30,870,0,412,Yearly,Credit Card,Yes,25,9,1
CUST3610,28,Male,Chennai,99550,20,2756,2,268,Quarterly,Credit Card,No,14,8,0
CUST3611,57,Female,Bangalore,79545,34,1834,2,108,Monthly,Net Banking,Yes,5,6,0
CUST3612,52,Male,Bangalore,93305,30,2391,6,186,Monthly,UPI,Yes,27,5,1
CUST3613,30,Male,Chennai,40515,35,2733,6,245,Yearly,Net Banking,Yes,17,9,1
CUST3614,37,Female,Pune,44328,8,1078,2,523,Quarterly,Credit Card,No,9,3,1
CUST3615,57,Female,Delhi,68872,60,663,2,212,Quarterly,Net Banking,No,22,1,1
CUST3616,45,Male,Chennai,50271,20,1225,5,548,Yearly,UPI,Yes,14,5,1
CUST3617,26,Male,Hyderabad,86467,54,1322,1,108,Quarterly,Debit Card,No,26,1,1
CUST3618,51,Male,Delhi,92934,9,2678,1,385,Quarterly,UPI,Yes,16,7,1
CUST3619,43,Male,Hyderabad,39741,48,2064,1,493,Yearly,UPI,Yes,16,2,1
CUST3620,31,Male,Chennai,87304,27,834,3,356,Monthly,Debit Card,Yes,27,8,1
CUST3621,37,Male,Mumbai,45330,17,2634,1,214,Quarterly,Net Banking,No,20,10,1
CUST3622,53,Male,Mumbai,85810,8,2037,6,400,Monthly,UPI,No,17,5,1
CUST3623,41,Male,Mumbai,85113,41,2441,5,520,Yearly,Debit Card,Yes,2,7,1
CUST3624,33,Female,Pune,43502,16,2060,5,120,Yearly,Net Banking,Yes,24,5,1
CUST3625,39,Male,Chennai,77404,47,579,3,462,Yearly,Debit Card,Yes,1,6,0
CUST3626,39,Female,Pune,84325,48,1245,2,269,Quarterly,Credit Card,Yes,14,9,0
CUST3627,55,Female,Pune,71815,38,2296,3,152,Yearly,Debit Card,Yes,4,6,0
CUST3628,45,Female,Delhi,86739,5,2167,1,498,Monthly,Credit Card,Yes,8,7,1
CUST3629,58,Male,Mumbai,75678,31,718,0,410,Monthly,Debit Card,Yes,23,3,1
CUST3630,41,Male,Delhi,36125,53,946,3,437,Quarterly,Debit Card,No,29,7,1
CUST3631,24,Male,Pune,30637,43,2733,4,107,Quarterly,Net Banking,No,1,2,1
CUST3632,23,Male,Kolkata,41880,56,2834,3,511,Yearly,UPI,No,19,10,1
CUST3633,58,Male,Hyderabad,38727,13,2847,5,112,Quarterly,Debit Card,Yes,9,10,1
CUST3634,35,Male,Pune,50519,48,2039,5,137,Yearly,Debit Card,Yes,28,2,1
CUST3635,26,Female,Mumbai,90666,14,625,5,169,Quarterly,UPI,No,30,6,1
CUST3636,47,Male,Hyderabad,95035,8,2877,3,311,Quarterly,UPI,Yes,8,9,0
CUST3637,50,Male,Kolkata,72898,17,1370,3,478,Quarterly,UPI,No,27,4,1
CUST3638,50,Female,Bangalore,90432,13,1360,1,248,Yearly,Credit Card,Yes,14,1,1
CUST3639,50,Male,Chennai,45396,39,1953,5,268,Monthly,Credit Card,No,5,5,1
CUST3640,45,Female,Delhi,95121,50,2735,0,421,Monthly,Credit Card,No,18,4,1
CUST3641,53,Female,Chennai,37004,49,1338,0,318,Monthly,Credit Card,Yes,18,4,1
CUST3642,41,Female,Bangalore,60580,52,2393,3,291,Yearly,Net Banking,Yes,13,7,0
CUST3643,28,Female,Kolkata,74407,36,1145,4,385,Yearly,Net Banking,Yes,24,6,1
CUST3644,50,Female,Hyderabad,32655,25,1814,6,182,Quarterly,Debit Card,No,27,4,1
CUST3645,47,Male,Kolkata,47986,17,1468,4,111,Quarterly,Credit Card,Yes,9,5,1
CUST3646,41,Male,Bangalore,98024,41,725,2,57,Yearly,Credit Card,No,16,3,1
CUST3647,37,Male,Delhi,90692,13,982,1,317,Yearly,Credit Card,No,18,6,1
CUST3648,27,Female,Mumbai,50337,38,665,5,234,Yearly,UPI,No,14,5,1
CUST3649,34,Male,Mumbai,49851,53,2452,3,150,Yearly,Debit Card,Yes,3,2,1
CUST3650,47,Male,Chennai,33879,2,2615,1,249,Yearly,UPI,Yes,28,9,1
CUST3651,47,Male,Bangalore,67249,42,1429,5,282,Monthly,Net Banking,Yes,21,5,1
CUST3652,44,Male,Delhi,33841,27,1251,2,243,Quarterly,UPI,Yes,2,4,1
CUST3653,47,Male,Kolkata,53237,45,1053,4,357,Yearly,Debit Card,Yes,6,5,1
CUST3654,43,Male,Bangalore,62261,54,1555,0,322,Quarterly,Debit Card,No,23,1,1
CUST3655,34,Female,Pune,41646,22,2554,5,114,Monthly,UPI,Yes,6,3,1
CUST3656,30,Male,Mumbai,72481,30,2001,3,455,Quarterly,UPI,No,10,7,0
CUST3657,24,Female,Kolkata,66994,36,2212,2,95,Quarterly,Debit Card,No,14,5,1
CUST3658,52,Male,Mumbai,91630,2,914,6,529,Quarterly,UPI,Yes,30,1,1
CUST3659,40,Female,Pune,76125,25,2221,6,275,Monthly,Debit Card,Yes,14,1,1
CUST3660,53,Female,Chennai,36040,41,1860,5,330,Yearly,Net Banking,Yes,13,6,1
CUST3661,23,Female,Kolkata,72591,58,1627,5,96,Yearly,Net Banking,No,18,2,1
CUST3662,59,Female,Bangalore,97818,3,1912,5,268,Monthly,Debit Card,No,16,7,1
CUST3663,45,Male,Bangalore,62483,28,2851,0,319,Yearly,Debit Card,No,16,4,1
CUST3664,28,Female,Bangalore,69713,51,2396,4,284,Monthly,Debit Card,Yes,4,5,1
CUST3665,46,Female,Mumbai,34966,8,2542,2,471,Quarterly,Credit Card,No,6,9,0
CUST3666,37,Male,Mumbai,37527,1,1480,4,423,Yearly,UPI,Yes,18,1,1
CUST3667,53,Male,Hyderabad,55120,8,1584,0,470,Monthly,Credit Card,No,2,3,1
CUST3668,55,Male,Kolkata,81397,31,2186,3,400,Quarterly,UPI,No,28,3,1
CUST3669,33,Male,Kolkata,89439,2,1695,4,344,Monthly,Credit Card,No,24,6,1
CUST3670,46,Male,Pune,76475,10,1710,5,62,Yearly,UPI,No,5,5,1
CUST3671,58,Female,Hyderabad,47297,29,889,4,189,Quarterly,Net Banking,Yes,28,10,1
CUST3672,52,Female,Hyderabad,92909,56,1257,2,184,Yearly,UPI,Yes,19,9,1
CUST3673,48,Female,Mumbai,97258,20,1398,6,122,Monthly,Debit Card,No,15,8,1
CUST3674,22,Female,Pune,36172,53,2034,5,395,Quarterly,Credit Card,Yes,10,3,1
CUST3675,29,Female,Kolkata,77907,42,554,2,321,Monthly,Net Banking,No,16,8,1
CUST3676,57,Female,Mumbai,53640,20,1456,5,494,Yearly,Net Banking,No,23,9,1
CUST3677,52,Female,Delhi,73746,52,1243,3,262,Monthly,UPI,Yes,22,1,1
CUST3678,47,Female,Mumbai,48313,23,1958,0,437,Yearly,Credit Card,No,13,10,0
CUST3679,48,Male,Chennai,61070,43,2429,6,516,Monthly,Net Banking,Yes,10,8,1
CUST3680,54,Female,Delhi,66365,35,1120,1,430,Quarterly,Debit Card,No,21,3,1
CUST3681,36,Female,Kolkata,42679,32,2189,5,317,Monthly,Credit Card,Yes,11,6,1
CUST3682,55,Male,Chennai,37784,18,1158,5,111,Quarterly,UPI,Yes,12,4,1
CUST3683,48,Male,Delhi,55650,5,2122,1,246,Monthly,Net Banking,Yes,14,4,1
CUST3684,53,Female,Hyderabad,72568,11,1717,4,275,Quarterly,Credit Card,Yes,26,10,1
CUST3685,29,Male,Bangalore,46767,21,2824,0,387,Monthly,Net Banking,Yes,26,9,1
CUST3686,49,Female,Hyderabad,86325,47,1482,3,46,Monthly,Credit Card,No,9,6,0
CUST3687,33,Female,Bangalore,31525,6,2655,0,81,Monthly,Debit Card,No,5,5,1
CUST3688,24,Female,Mumbai,43193,47,1075,1,154,Yearly,UPI,No,9,5,1
CUST3689,48,Male,Delhi,63512,32,2679,1,144,Monthly,Net Banking,Yes,1,5,1
CUST3690,22,Male,Mumbai,61050,1,1441,2,420,Monthly,Credit Card,Yes,2,8,1
CUST3691,47,Male,Chennai,73815,42,2470,2,523,Yearly,Debit Card,No,9,9,0
CUST3692,42,Female,Mumbai,40296,38,1979,2,421,Monthly,Credit Card,Yes,12,10,0
CUST3693,44,Female,Pune,86963,48,551,5,507,Yearly,Net Banking,No,9,7,1
CUST3694,26,Female,Chennai,33796,56,2361,0,238,Monthly,Net Banking,No,25,8,1
CUST3695,43,Male,Hyderabad,94912,14,1229,2,55,Yearly,Credit Card,Yes,28,3,1
CUST3696,23,Female,Bangalore,96561,22,2551,0,497,Quarterly,Debit Card,No,6,9,0
CUST3697,52,Male,Hyderabad,35017,36,1382,1,303,Quarterly,UPI,Yes,15,9,0
CUST3698,54,Male,Chennai,83252,37,859,5,243,Monthly,Net Banking,No,22,4,1
CUST3699,36,Male,Chennai,98348,45,1133,3,216,Yearly,Credit Card,Yes,22,5,1
CUST3700,38,Male,Bangalore,56000,4,2793,6,72,Quarterly,Credit Card,No,9,3,1
CUST3701,30,Female,Mumbai,90659,31,516,6,59,Yearly,Credit Card,No,21,3,1
CUST3702,58,Female,Chennai,78601,58,811,0,400,Monthly,Net Banking,Yes,13,6,0
CUST3703,59,Male,Hyderabad,47857,58,1387,4,232,Monthly,UPI,Yes,11,8,1
CUST3704,35,Female,Bangalore,97948,30,2651,6,457,Monthly,Net Banking,Yes,3,5,1
CUST3705,26,Female,Kolkata,98388,54,1773,1,360,Yearly,UPI,Yes,4,9,0
CUST3706,27,Male,Delhi,41809,58,610,4,238,Quarterly,Credit Card,No,4,10,1
CUST3707,54,Male,Bangalore,66104,34,2726,5,399,Yearly,UPI,Yes,29,4,1
CUST3708,44,Male,Mumbai,66392,44,1904,2,436,Monthly,Net Banking,Yes,22,10,1
CUST3709,44,Male,Bangalore,39017,37,1068,6,91,Monthly,Debit Card,No,19,1,1
CUST3710,51,Male,Delhi,54020,24,1958,0,79,Monthly,Credit Card,No,19,4,1
CUST3711,47,Female,Delhi,41552,59,2647,3,358,Monthly,Debit Card,No,8,2,1
CUST3712,50,Female,Delhi,44102,6,1495,5,139,Yearly,Net Banking,Yes,21,6,1
CUST3713,30,Male,Kolkata,95185,59,1933,0,513,Yearly,Debit Card,No,12,5,1
CUST3714,43,Female,Mumbai,62687,2,2499,4,533,Monthly,Credit Card,Yes,24,6,1
CUST3715,22,Female,Bangalore,73726,24,946,5,239,Monthly,UPI,No,17,7,1
CUST3716,31,Male,Delhi,81070,1,2165,0,192,Quarterly,Debit Card,No,17,8,1
